idx,class_name
941,Cardigan
942,Tank
943,Blouse
944,Dress
945,Tank
946,Dress
947,Jeans
948,Dress
949,Tee
950,Cardigan
951,Tank
952,Dress
953,Dress
954,Blazer
955,Blouse
956,Dress
957,Tee
958,Blouse
959,Dress
960,Tank
961,Tee
962,Tee
963,Dress
964,Skirt
965,Tee
966,Cardigan
967,Blouse
968,Tank
969,Dress
970,Tank
971,Dress
972,Romper
973,Dress
974,Jacket
975,Jeans
976,Dress
977,Dress
978,Parka
979,Tank
980,Skirt
981,Skirt
982,Tee
983,Top
984,Dress
985,Sweater
986,Dress
987,Tank
988,Tank
989,Dress
990,Dress
991,Jacket
992,Sweater
993,Tee
994,Sweater
995,Top
996,Top
997,Skirt
998,Dress
999,Tee
1000,Dress
1001,Cardigan
1002,Sweater
1003,Blouse
1004,Tee
1005,Dress
1006,Tank
1007,Skirt
1008,Skirt
1009,Blouse
1010,Cardigan
1011,Cutoffs
1012,Romper
1013,Top
1014,Dress
1015,Shorts
1016,Dress
1017,Tank
1018,Tank
1019,Jeans
1020,Romper
1021,Sweater
1022,Blazer
1023,Dress
1024,Dress
1025,Dress
1026,Jumpsuit
1027,Dress
1028,Skirt
1029,Blouse
1030,Leggings
1031,Jacket
1032,Kimono
1033,Dress
1034,Romper
1035,Blouse
1036,Shorts
1037,Tee
1038,Sweater
1039,Tank
1040,Dress
1041,Cardigan
1042,Dress
1043,Top
1044,Shorts
1045,Culottes
1046,Dress
1047,Skirt
1048,Jacket
1049,Jumpsuit
1050,Jeans
1051,Shorts
1052,Shorts
1053,Cardigan
1054,Tee
1055,Skirt
1056,Tee
1057,Joggers
1058,Dress
1059,Shorts
1060,Sweater
1061,Dress
1062,Dress
1063,Cardigan
1064,Blouse
1065,Dress
1066,Blouse
1067,Jacket
1068,Dress
1069,Top
1070,Cardigan
1071,Tee
1072,Tee
1073,Dress
1074,Dress
1075,Shorts
1076,Tank
1077,Blazer
1078,Tee
1079,Skirt
1080,Skirt
1081,Tee
1082,Dress
1083,Sweater
1084,Cardigan
1085,Tee
1086,Tee
1087,Tank
1088,Tee
1089,Tee
1090,Cardigan
1091,Dress
1092,Cardigan
1093,Shorts
1094,Tee
1095,Shorts
1096,Skirt
1097,Tee
1098,Tank
1099,Blouse
1100,Dress
1101,Jacket
1102,Cardigan
1103,Dress
1104,Tank
1105,Jeans
1106,Romper
1107,Blouse
1108,Skirt
1109,Blazer
1110,Tee
1111,Jacket
1112,Sweater
1113,Jeans
1114,Shorts
1115,Tee
1116,Blouse
1117,Dress
1118,Dress
1119,Kimono
1120,Blouse
1121,Dress
1122,Sweater
1123,Dress
1124,Tee
1125,Skirt
1126,Sweater
1127,Shorts
1128,Blouse
1129,Shorts
1130,Tee
1131,Kimono
1132,Skirt
1133,Blouse
1134,Jumpsuit
1135,Cardigan
1136,Dress
1137,Dress
1138,Tank
1139,Jeans
1140,Shorts
1141,Romper
1142,Blazer
1143,Dress
1144,Dress
1145,Skirt
1146,Blouse
1147,Dress
1148,Blazer
1149,Shorts
1150,Tank
1151,Tank
1152,Sweater
1153,Dress
1154,Dress
1155,Jeans
1156,Dress
1157,Tee
1158,Blouse
1159,Dress
1160,Shorts
1161,Joggers
1162,Joggers
1163,Jumpsuit
1164,Shorts
1165,Jeans
1166,Dress
1167,Blouse
1168,Dress
1169,Jeans
1170,Blouse
1171,Skirt
1172,Dress
1173,Dress
1174,Shorts
1175,Dress
1176,Skirt
1177,Tank
1178,Cardigan
1179,Tee
1180,Shorts
1181,Jumpsuit
1182,Joggers
1183,Blouse
1184,Dress
1185,Dress
1186,Sweater
1187,Dress
1188,Dress
1189,Cardigan
1190,Shorts
1191,Blouse
1192,Dress
1193,Jacket
1194,Blazer
1195,Shorts
1196,Dress
1197,Dress
1198,Shorts
1199,Jeans
1200,Skirt
1201,Blouse
1202,Dress
1203,Dress
1204,Shorts
1205,Coat
1206,Dress
1207,Tee
1208,Kimono
1209,Cardigan
1210,Shorts
1211,Dress
1212,Dress
1213,Skirt
1214,Dress
1215,Tee
1216,Tee
1217,Dress
1218,Dress
1219,Top
1220,Skirt
1221,Romper
1222,Jeans
1223,Dress
1224,Dress
1225,Cutoffs
1226,Leggings
1227,Tee
1228,Skirt
1229,Jeans
1230,Tee
1231,Shorts
1232,Shorts
1233,Dress
1234,Cardigan
1235,Sweater
1236,Blouse
1237,Dress
1238,Tee
1239,Blouse
1240,Tee
1241,Dress
1242,Tee
1243,Dress
1244,Leggings
1245,Tee
1246,Tee
1247,Blazer
1248,Dress
1249,Blazer
1250,Tank
1251,Joggers
1252,Romper
1253,Dress
1254,Tee
1255,Tee
1256,Shorts
1257,Dress
1258,Blouse
1259,Cardigan
1260,Jumpsuit
1261,Tee
1262,Shorts
1263,Dress
1264,Shorts
1265,Tee
1266,Sweater
1267,Shorts
1268,Tee
1269,Romper
1270,Dress
1271,Dress
1272,Tee
1273,Shorts
1274,Top
1275,Dress
1276,Blouse
1277,Tee
1278,Tee
1279,Shorts
1280,Blouse
1281,Blouse
1282,Blouse
1283,Dress
1284,Dress
1285,Tee
1286,Jeans
1287,Shorts
1288,Jacket
1289,Tank
1290,Blouse
1291,Dress
1292,Tee
1293,Tee
1294,Romper
1295,Dress
1296,Tank
1297,Skirt
1298,Skirt
1299,Dress
1300,Blouse
1301,Skirt
1302,Romper
1303,Sweater
1304,Tee
1305,Tank
1306,Jacket
1307,Dress
1308,Dress
1309,Cardigan
1310,Dress
1311,Jeans
1312,Skirt
1313,Blouse
1314,Sweater
1315,Dress
1316,Jeans
1317,Blouse
1318,Jeans
1319,Blouse
1320,Tee
1321,Top
1322,Blouse
1323,Jeans
1324,Dress
1325,Dress
1326,Blouse
1327,Tee
1328,Dress
1329,Dress
1330,Sweater
1331,Blouse
1332,Dress
1333,Dress
1334,Shorts
1335,Dress
1336,Jeans
1337,Tee
1338,Dress
1339,Dress
1340,Shorts
1341,Dress
1342,Jumpsuit
1343,Shorts
1344,Coat
1345,Blouse
1346,Tank
1347,Cardigan
1348,Blouse
1349,Cutoffs
1350,Dress
1351,Dress
1352,Blouse
1353,Cutoffs
1354,Tee
1355,Dress
1356,Dress
1357,Dress
1358,Sweatpants
1359,Cardigan
1360,Romper
1361,Shorts
1362,Blazer
1363,Shorts
1364,Tee
1365,Tee
1366,Dress
1367,Dress
1368,Dress
1369,Tee
1370,Skirt
1371,Dress
1372,Shorts
1373,Dress
1374,Dress
1375,Cardigan
1376,Shorts
1377,Dress
1378,Tee
1379,Tee
1380,Romper
1381,Top
1382,Jacket
1383,Tee
1384,Tee
1385,Skirt
1386,Sweater
1387,Dress
1388,Blouse
1389,Dress
1390,Dress
1391,Shorts
1392,Blazer
1393,Cardigan
1394,Jacket
1395,Romper
1396,Romper
1397,Blazer
1398,Dress
1399,Tank
1400,Dress
1401,Kimono
1402,Chinos
1403,Cardigan
1404,Tee
1405,Blazer
1406,Dress
1407,Dress
1408,Tank
1409,Dress
1410,Tee
1411,Jeans
1412,Blouse
1413,Dress
1414,Blazer
1415,Dress
1416,Shorts
1417,Tee
1418,Sweatpants
1419,Jeans
1420,Tank
1421,Shorts
1422,Jacket
1423,Blouse
1424,Dress
1425,Dress
1426,Cardigan
1427,Dress
1428,Dress
1429,Jeans
1430,Tee
1431,Tank
1432,Tee
1433,Blouse
1434,Joggers
1435,Blouse
1436,Dress
1437,Dress
1438,Dress
1439,Dress
1440,Skirt
1441,Dress
1442,Blazer
1443,Tee
1444,Dress
1445,Blouse
1446,Dress
1447,Kimono
1448,Blouse
1449,Blazer
1450,Romper
1451,Jacket
1452,Skirt
1453,Jeans
1454,Skirt
1455,Blouse
1456,Sweater
1457,Tee
1458,Jacket
1459,Blouse
1460,Tank
1461,Hoodie
1462,Shorts
1463,Tee
1464,Dress
1465,Cardigan
1466,Blouse
1467,Dress
1468,Dress
1469,Shorts
1470,Joggers
1471,Dress
1472,Dress
1473,Cardigan
1474,Tank
1475,Shorts
1476,Tee
1477,Hoodie
1478,Cardigan
1479,Romper
1480,Tank
1481,Dress
1482,Tee
1483,Jacket
1484,Dress
1485,Dress
1486,Jumpsuit
1487,Tank
1488,Cardigan
1489,Tank
1490,Shorts
1491,Jacket
1492,Sweater
1493,Tee
1494,Skirt
1495,Tee
1496,Blouse
1497,Tee
1498,Jacket
1499,Sweater
1500,Dress
1501,Sweater
1502,Leggings
1503,Dress
1504,Dress
1505,Tee
1506,Dress
1507,Tee
1508,Tee
1509,Romper
1510,Sweatpants
1511,Top
1512,Dress
1513,Blouse
1514,Tank
1515,Shorts
1516,Dress
1517,Tee
1518,Sweater
1519,Tee
1520,Dress
1521,Dress
1522,Jumpsuit
1523,Blouse
1524,Skirt
1525,Blouse
1526,Parka
1527,Tank
1528,Blouse
1529,Cardigan
1530,Jacket
1531,Shorts
1532,Blouse
1533,Dress
1534,Jumpsuit
1535,Dress
1536,Blazer
1537,Leggings
1538,Blazer
1539,Dress
1540,Shorts
1541,Dress
1542,Blouse
1543,Shorts
1544,Tee
1545,Skirt
1546,Blouse
1547,Dress
1548,Tee
1549,Dress
1550,Sweater
1551,Dress
1552,Dress
1553,Tank
1554,Tee
1555,Skirt
1556,Dress
1557,Jacket
1558,Sweatpants
1559,Dress
1560,Dress
1561,Dress
1562,Dress
1563,Blazer
1564,Romper
1565,Jumpsuit
1566,Dress
1567,Blazer
1568,Dress
1569,Blazer
1570,Tee
1571,Blouse
1572,Skirt
1573,Tank
1574,Shorts
1575,Jacket
1576,Dress
1577,Blazer
1578,Sweatpants
1579,Cutoffs
1580,Leggings
1581,Tee
1582,Dress
1583,Blouse
1584,Shorts
1585,Chinos
1586,Blouse
1587,Top
1588,Leggings
1589,Dress
1590,Joggers
1591,Blouse
1592,Dress
1593,Dress
1594,Cardigan
1595,Shorts
1596,Chinos
1597,Dress
1598,Blouse
1599,Dress
1600,Shorts
1601,Blouse
1602,Shorts
1603,Dress
1604,Dress
1605,Dress
1606,Blouse
1607,Tank
1608,Tee
1609,Jacket
1610,Romper
1611,Blazer
1612,Dress
1613,Dress
1614,Blouse
1615,Trunks
1616,Blazer
1617,Sweater
1618,Blouse
1619,Tank
1620,Dress
1621,Skirt
1622,Dress
1623,Tee
1624,Tank
1625,Blazer
1626,Skirt
1627,Jacket
1628,Jacket
1629,Tee
1630,Romper
1631,Leggings
1632,Coat
1633,Blouse
1634,Dress
1635,Dress
1636,Jeans
1637,Sweater
1638,Dress
1639,Tee
1640,Blouse
1641,Dress
1642,Cardigan
1643,Dress
1644,Cutoffs
1645,Tee
1646,Dress
1647,Tank
1648,Dress
1649,Sweater
1650,Jacket
1651,Dress
1652,Tee
1653,Blouse
1654,Dress
1655,Blouse
1656,Tank
1657,Sweater
1658,Dress
1659,Skirt
1660,Blouse
1661,Blouse
1662,Shorts
1663,Tee
1664,Joggers
1665,Tank
1666,Sweater
1667,Dress
1668,Dress
1669,Dress
1670,Sweater
1671,Dress
1672,Jeans
1673,Shorts
1674,Blouse
1675,Blouse
1676,Shorts
1677,Jeans
1678,Joggers
1679,Tee
1680,Sweater
1681,Dress
1682,Jeans
1683,Dress
1684,Skirt
1685,Tee
1686,Blazer
1687,Jacket
1688,Tee
1689,Shorts
1690,Cardigan
1691,Dress
1692,Joggers
1693,Jeans
1694,Shorts
1695,Tank
1696,Skirt
1697,Dress
1698,Leggings
1699,Tee
1700,Jeans
1701,Tee
1702,Dress
1703,Jeans
1704,Shorts
1705,Dress
1706,Blouse
1707,Tee
1708,Skirt
1709,Kimono
1710,Dress
1711,Joggers
1712,Dress
1713,Dress
1714,Leggings
1715,Shorts
1716,Blouse
1717,Dress
1718,Tee
1719,Joggers
1720,Cardigan
1721,Sweater
1722,Jeans
1723,Sweater
1724,Dress
1725,Tee
1726,Tank
1727,Jacket
1728,Blouse
1729,Tank
1730,Dress
1731,Cardigan
1732,Dress
1733,Blouse
1734,Dress
1735,Tee
1736,Blouse
1737,Tee
1738,Tee
1739,Shorts
1740,Top
1741,Shorts
1742,Tee
1743,Dress
1744,Sweater
1745,Blouse
1746,Dress
1747,Tank
1748,Tee
1749,Shorts
1750,Jacket
1751,Dress
1752,Shorts
1753,Blouse
1754,Blouse
1755,Cardigan
1756,Cardigan
1757,Tee
1758,Tank
1759,Blouse
1760,Cardigan
1761,Shorts
1762,Tee
1763,Jacket
1764,Cardigan
1765,Shorts
1766,Leggings
1767,Tee
1768,Dress
1769,Tee
1770,Blazer
1771,Shorts
1772,Dress
1773,Joggers
1774,Tee
1775,Shorts
1776,Tank
1777,Coat
1778,Parka
1779,Skirt
1780,Tee
1781,Tank
1782,Dress
1783,Jacket
1784,Jeans
1785,Dress
1786,Kimono
1787,Dress
1788,Joggers
1789,Dress
1790,Jacket
1791,Sweater
1792,Dress
1793,Tank
1794,Skirt
1795,Coat
1796,Tee
1797,Cardigan
1798,Skirt
1799,Blouse
1800,Jeans
1801,Dress
1802,Tee
1803,Cardigan
1804,Jacket
1805,Tee
1806,Blouse
1807,Dress
1808,Blouse
1809,Dress
1810,Sweater
1811,Dress
1812,Blazer
1813,Blouse
1814,Dress
1815,Tank
1816,Skirt
1817,Dress
1818,Tee
1819,Blazer
1820,Dress
1821,Blazer
1822,Jeans
1823,Dress
1824,Tee
1825,Tee
1826,Dress
1827,Dress
1828,Shorts
1829,Skirt
1830,Tee
1831,Dress
1832,Blouse
1833,Poncho
1834,Dress
1835,Romper
1836,Dress
1837,Skirt
1838,Shorts
1839,Dress
1840,Shorts
1841,Dress
1842,Dress
1843,Dress
1844,Blouse
1845,Cardigan
1846,Tee
1847,Dress
1848,Tee
1849,Dress
1850,Top
1851,Dress
1852,Blouse
1853,Tee
1854,Tee
1855,Dress
1856,Blouse
1857,Skirt
1858,Tee
1859,Dress
1860,Skirt
1861,Dress
1862,Cardigan
1863,Skirt
1864,Dress
1865,Skirt
1866,Dress
1867,Skirt
1868,Dress
1869,Dress
1870,Dress
1871,Cardigan
1872,Skirt
1873,Blouse
1874,Dress
1875,Sweater
1876,Romper
1877,Tee
1878,Joggers
1879,Jacket
1880,Tee
1881,Cardigan
1882,Jacket
1883,Blouse
1884,Tee
1885,Romper
1886,Blazer
1887,Tee
1888,Tee
1889,Blazer
1890,Blouse
1891,Sweater
1892,Tee
1893,Jeans
1894,Dress
1895,Sweater
1896,Tee
1897,Hoodie
1898,Jeans
1899,Blouse
1900,Tee
1901,Dress
1902,Cardigan
1903,Blouse
1904,Shorts
1905,Blazer
1906,Tee
1907,Cardigan
1908,Dress
1909,Jeans
1910,Tank
1911,Shorts
1912,Parka
1913,Blouse
1914,Blouse
1915,Top
1916,Skirt
1917,Sweater
1918,Dress
1919,Blouse
1920,Shorts
1921,Dress
1922,Tee
1923,Dress
1924,Dress
1925,Blouse
1926,Tee
1927,Dress
1928,Tee
1929,Dress
1930,Shorts
1931,Tee
1932,Tee
1933,Dress
1934,Tee
1935,Tank
1936,Tee
1937,Dress
1938,Dress
1939,Dress
1940,Dress
1941,Dress
1942,Dress
1943,Tee
1944,Tank
1945,Dress
1946,Top
1947,Shorts
1948,Jeans
1949,Coat
1950,Tee
1951,Dress
1952,Tank
1953,Dress
1954,Tee
1955,Dress
1956,Dress
1957,Dress
1958,Tank
1959,Dress
1960,Tee
1961,Tee
1962,Shorts
1963,Dress
1964,Blouse
1965,Dress
1966,Shorts
1967,Cardigan
1968,Cardigan
1969,Tee
1970,Cardigan
1971,Cardigan
1972,Tee
1973,Cardigan
1974,Dress
